time,X1,X2,X3
0.0,1.0186483065449583,-0.011244476762635786,-0.05998859029495337
1.6666666666666667,16.73552668274415,4.290281583634231,10.63392299188967
3.3333333333333335,0.032095044824721385,6.096091672495289,3.4768878789140825
5.0,-0.0801686112565145,2.248648558459075,0.7100348087320718
6.666666666666667,0.0709461778297658,0.6153637319396591,0.09895594915621136
8.333333333333334,2.3321727399118597,0.3370850136095119,0.7146276871179261
10.0,8.729635583734906,5.259212872635513,9.726841785680358
11.666666666666668,0.03833300696739991,4.915493398715384,2.5556657966856102
13.333333333333334,0.03404488593620522,1.7684830542795755,0.4228828185985685
15.0,0.31623051324714235,0.5059102466836534,0.15981944747069837
