observableId	simulationConditionId	time	measurement
X1_obs	init_conds	0.0	1.0
X1_obs	init_conds	1.6666666666666667	16.78067071452779
X1_obs	init_conds	3.333333333333333	0.0273562208980529
X1_obs	init_conds	5.0	0.0034929170103815
X1_obs	init_conds	6.666666666666667	0.0422626795345979
X1_obs	init_conds	8.333333333333334	2.321365676264449
X1_obs	init_conds	10.0	8.718654717588265
X1_obs	init_conds	11.666666666666668	0.033815217980318
X1_obs	init_conds	13.333333333333334	0.0179569108824993
X1_obs	init_conds	15.0	0.3575438560585157
X2_obs	init_conds	0.0	0.0
X2_obs	init_conds	1.6666666666666667	4.242097307472871
X2_obs	init_conds	3.333333333333333	6.137602484316493
X2_obs	init_conds	5.0	2.2683231498580523
X2_obs	init_conds	6.666666666666667	0.6434595306634809
X2_obs	init_conds	8.333333333333334	0.3539786535345262
X2_obs	init_conds	10.0	5.3024395828119735
X2_obs	init_conds	11.666666666666668	4.974264297622767
X2_obs	init_conds	13.333333333333334	1.7455441323239758
X2_obs	init_conds	15.0	0.5206443225833611
X3_obs	init_conds	0.0	0.0
X3_obs	init_conds	1.6666666666666667	10.640808677629018
X3_obs	init_conds	3.333333333333333	3.5111483825656475
X3_obs	init_conds	5.0	0.6674281110316703
X3_obs	init_conds	6.666666666666667	0.1402814761200637
X3_obs	init_conds	8.333333333333334	0.6920873075493795
X3_obs	init_conds	10.0	9.753622520687948
X3_obs	init_conds	11.666666666666668	2.5347963141531453
X3_obs	init_conds	13.333333333333334	0.491058143202197
X3_obs	init_conds	15.0	0.2058483613155831
